content,score,at,sentiment
terimakasih mempermudah perjalanan kami,5,2026-05-29 14:24:18,Positif
drivernya asik asik!!,5,2026-05-29 14:23:05,Positif
banyak promonya,5,2026-05-29 14:13:53,Positif
ok,5,2026-05-29 14:00:01,Positif
"untul gofood pengiriman sering kali terlambat krna driver dpt double order,makanan sudah dingin ,nungu hampir 1 jam lebih..., untuk saya sudah 3x sperti itu..! saran saya mending pake grab..,baik itu gofood/gocar ny, pelayanan ny lebih baik",1,2026-05-29 13:21:18,Negatif
suka bangett pke apk ini dn gojekk nii penyelamat kuu🫰,5,2026-05-29 13:13:44,Positif
"daftar, suruh tunggu 60 menit?,apalah",1,2026-05-29 13:04:37,Negatif
good aplikasi,5,2026-05-29 13:03:37,Positif
oke sip mantap,5,2026-05-29 13:02:01,Positif
tolong adain fitur cancel orderan🙏 saya selalu suka kepencet,3,2026-05-29 12:53:47,Netral
paling suka pakai aplikasi lokal,5,2026-05-29 12:49:59,Positif
biaya penanganan mahal,2,2026-05-29 12:45:19,Negatif
ok,5,2026-05-29 12:36:09,Positif
"untuk gojek coba chat ny di bikin lebih fast respon lagi, soal ny ketika driver gojek ngechat atau telepon suka ada delay minimal itu dlu deh di perbaiki, terus tiap milih lokasi penjemputan kok aneh ya skrg di saya gak bisa milih titik jemput nya soal ny klo saya bilang di resto b dan sebelah ny resto a malah yg ketunjuk di resto a trs yg resto b gak bisa di pilih anehhhhhh",1,2026-05-29 12:28:48,Negatif
sering bug sama error,4,2026-05-29 12:20:02,Positif
aplikasi buruk. hapus aja ini aplikasi . top up saldo dari tgl 26 mei sampai sekarang belum masuk . dan ya respon pelayanan cs gopay sangat sangat buruk dan tidak ada responn sama sekali. responnya lamaaa tidak profesional. lelet . komplainan customer itu tidak di tanggapi,1,2026-05-29 12:07:16,Negatif
mantappppppp,5,2026-05-29 12:07:15,Positif
mantapp dehh,5,2026-05-29 11:55:31,Positif
knp bintang ny hanya 5 knp gk 7 ya,5,2026-05-29 11:51:19,Positif
The Best,5,2026-05-29 11:39:43,Positif
Aplikasi ASU,1,2026-05-29 11:39:30,Negatif
kenapa saat pesan makanan lokasi driver tidak bisa di pantau? juga tidak bisa melihat lokasi yg di pasang (oleh pengguna),4,2026-05-29 11:39:27,Positif
jos.,5,2026-05-29 11:35:40,Positif
"susah mendapatkan driver,sekali y dapet driver y posisi jauh,,tolong di perbaiki,biar mudah dapat driver yg terdekat,bukan yg jauh,di maps y bnyak driver yg dekat,sekali ya dapet driver yg jauh.",3,2026-05-29 11:25:40,Netral
anjenggg ongkir gofood mahal bgt kntol anjeng pepek,1,2026-05-29 11:25:24,Negatif
mantaf,5,2026-05-29 11:24:43,Positif
sangat merekomendasi,5,2026-05-29 11:24:38,Positif
"bagus ,aman,keren,nyaman",5,2026-05-29 11:19:29,Positif
penjemputan cepat dan driver ramah,5,2026-05-29 11:14:56,Positif
mantap,5,2026-05-29 11:02:01,Positif
plikasi lemot pol,1,2026-05-29 10:47:00,Negatif
Good,5,2026-05-29 10:43:49,Positif
pelayanan cepat dan aman bagus,5,2026-05-29 10:37:39,Positif
👍,5,2026-05-29 10:24:29,Positif
cepat,5,2026-05-29 10:20:29,Positif
mangkin lama mangkin ngeselin ni apk dapat drivernya jauh jauh posisinya bukan malah cepat malah telat di cancel kasian di ambil lama sampenya.jek gojek,1,2026-05-29 10:19:14,Negatif
eh jangan suka tiba2 ngasi informasi gaada koneksi dong saat lagi pesen goride/gocar ngerugiin customer sama driver tau gasih alhasil kepesen 2x karna kesalahan sistem lu,1,2026-05-29 10:12:42,Negatif
ok,5,2026-05-29 09:45:43,Positif
lucu gw lihat comen2 nya... dah maunya murah hemat bnyak maunya n eh masih nunggu lm bgtu tiba pa Lom tiba cancel seenak jidat nya!!! 😜😛!chat n ditlpn lagak kyk artis!! sabar Sling mnyadari saling ngerti somplak!! trutama etika n moral dipkai!!dak smua hrus ssuai pa yg di utek lu!! kok Pngin nya serba instant ehm,5,2026-05-29 09:45:05,Positif
"mesen gojek yg comfort, dptnya ibu2 dh tua dan maaf agak bau. motor listriknya jg bkan unit baru. mau saya yg bawa tp gamau krn klo ibunya yg dibelakang batre boros krn dia berat. dijalan jg deg2an krn yaa bawa motornya gitulah. yg saya prmasalahin uda msen comfort dptnya kayak gtu. apa bedanya sma goride biasa? mesen comfort jg krn agak buru2+tau diri badan tinggi gede jd biar dpt unitnya yg enak. bisa2nya kayak gitu msuk kategori comfort. atau cba jelasin bedanya dri opsi2 yg ada di gojek. thx",1,2026-05-29 09:09:41,Negatif
Semoga selalu mensejahterakan mitra-mitranya,1,2026-05-29 09:05:34,Negatif
menu dan pelayanan berkendara nyaman dan aman,5,2026-05-29 08:47:29,Positif
good,5,2026-05-29 08:01:25,Positif
mudah gak ribet,5,2026-05-29 07:55:40,Positif
"rating dan ulasannya resto di gofood cuma terlihat dari customer aja, yang dari driver tidak terlihat, kan pengen tau juga bagaimana resto memperlakukan driver bagaimana",3,2026-05-29 07:40:26,Netral
"biaya aplikasi yang di beban kan ke pelanggan terlalu besar , dengan jarak tempuh 2km saya sudah membayar 15.500 dan pengemudi hanya menerima 9.200 ditambah saya sudah berlangganan 3 bulan, jangan kan dapat diskon, yang ada, paket berlangganan cuma setor uang ke Gojek tapi pelanggan tidak diberikan benefit",1,2026-05-29 07:39:52,Negatif
"terlalu banyak pilihan, jadi bingung aku.",4,2026-05-29 07:25:33,Positif
bagus poll mempermudah jalan kmn2 plis kalau lagi hujan susah dapet driver tapi,5,2026-05-29 07:21:55,Positif
"Rata² abang gojek ramah², baik hati dan tidak sombong 😊🙏",5,2026-05-29 07:20:48,Positif
terbantu sekali.,5,2026-05-29 07:15:40,Positif
moda transportasi yang nyaman dan terbaikku,5,2026-05-29 07:05:12,Positif
👍,5,2026-05-29 06:50:03,Positif
bagus mempermudah perjalanan saya,5,2026-05-29 06:36:10,Positif
baik,5,2026-05-29 06:27:17,Positif
"makin kesini makin mengecewakan !!, udh mahal, tapi males2an drivernya, terutama kondisi gerimis, dan agak malam. diadakan ini apk bukannya utk mempermudah di sikon seperti itu? inimah bukan mempermudah, tapi bikin emosi.",1,2026-05-29 06:17:13,Negatif
"Itu tolong lah, Kadang loading lama banget, ampe ga kebuka-buka, Orang laper disiksa sama aplikasi lemot gini, BTW sinyal aman ya emang nih aplikasi aja lemot nya kurang ajar",3,2026-05-29 06:14:25,Netral
mantap,5,2026-05-29 06:06:04,Positif
mntap,5,2026-05-29 04:58:39,Positif
Baik,5,2026-05-29 04:38:24,Positif
"sistem aneh udh di cancel sama driver karna toko tutup malah bisa mesen lagi bukannya di off in dari sistem, kocak!!!",1,2026-05-29 03:06:48,Negatif
mantap,5,2026-05-29 02:41:43,Positif
Oke,5,2026-05-29 02:15:13,Positif
Dengerin tuh customer pada kesulitan cari driver nya.maka nya ongkir nya yang ngotak.driver di kasih onkir 5 sampai 6 rb yang ada pada males-2an.rakus tamak bin korun.,1,2026-05-29 01:13:43,Negatif
saya beri reting bintang lima,5,2026-05-29 00:55:22,Positif
ff game burik,1,2026-05-29 00:45:31,Negatif
alamat nya nggak akurat 👎🏻👎🏻,1,2026-05-29 00:15:59,Negatif
"ngellag mulu, mau pesen makanan aja loading terus, tolol tolol",1,2026-05-28 23:59:57,Negatif
saya mau daftar gojek driver kenapa daera manado tidak bisah...,5,2026-05-28 22:30:32,Positif
"Aplikasi sangat membantu untuk kebutuhan sehari-hari, driver-drivernya juga ramah dan profesional. Bintang 4 dulu, semoga ke depannya makin banyak promo menarik!",4,2026-05-28 22:20:02,Positif
paling males pake gojek 3KM 20ribu njir lah. di Greb 3KM 9k mana ada promo pula. GO-JEK TERMAHAL !!!!!!!!,1,2026-05-28 22:19:47,Negatif
mntap,5,2026-05-28 22:17:12,Positif
👍👏👏,5,2026-05-28 22:12:14,Positif
"iiii loooveeee gojeekkk soo muchh, pria dan wanita green flag yang mengantar aku kemana punn!!!!! iii loveee uuu soo much gojeekkk🤍🤍🤍",5,2026-05-28 21:55:56,Positif
terimakasih atas bantuannya,5,2026-05-28 21:31:08,Positif
Ongkir apa bunga ini 😭,1,2026-05-28 21:07:59,Negatif
selalu memberikan yg trbaik baik go red atw go food ☺️🥰,5,2026-05-28 20:49:40,Positif
lemot,1,2026-05-28 20:44:06,Negatif
enjoy,5,2026-05-28 20:37:07,Positif
sy senang pakai aplikasi ini terima kasih,5,2026-05-28 20:31:15,Positif
baik,5,2026-05-28 20:31:15,Positif
nice,5,2026-05-28 20:01:09,Positif
semoga beneran bisa membayar,5,2026-05-28 19:26:11,Positif
ribet,2,2026-05-28 19:22:22,Negatif
aplikasi nya mudah,5,2026-05-28 19:18:57,Positif
nyaman,5,2026-05-28 19:16:55,Positif
setiap cari pengemudi dapatnya jauh yg ada driver ga mau jemput ga sat set nih aplikasi,2,2026-05-28 19:12:42,Negatif
"susah cari driver , udh dapat tp ga respon, malah nunggu lama ga karuan",2,2026-05-28 19:00:27,Negatif
dapet driver yg seru,5,2026-05-28 18:55:12,Positif
dateng nya lama dua jam,1,2026-05-28 18:49:49,Negatif
respon cepat,5,2026-05-28 18:41:24,Positif
Enak kalo kepepet beli makan dan pergi²an,5,2026-05-28 18:27:01,Positif
Mantapp,5,2026-05-28 18:20:26,Positif
kasih bintang⭐ karna tdk bisa tambahkan alamat fitur alamat favorit tdk ada entah sudah di hapus atau emang gak ada ngk tau,1,2026-05-28 17:51:13,Negatif
"akun suami saya tiba tiba di blokir, tanpa ada kejelasan, suami saya chat di livechat malah di tutup chatnya, parah banget sekarang gopay!!!! malah masih ada uang didalam akun, gk ada tanggung jawabnya gopay ini, pelayanan buruk banget. pantesan aja goto sekarang sahamnya bisa sampe turun dan udh mau liquid",1,2026-05-28 17:37:09,Negatif
"sorry ta kasih bintang 3 soalnya banyak driver bayaran yang d bayar org bwt buntutin gw, padahal gw costumer gojeg dari awal aplikasi ini ada. padahal aplikasi ini Sangat bantu saya dr zaman sblm covid ampe skrg, mana pake atribut lagi. tolong d benahi SOP nya dan sangsi driver yg menyalahgunakan aplikasi dan atribut jaket gojeg. kasian bgt gojek yg lain JD ta mikirnya kebawa jelek semua driver sama pdhl engga",3,2026-05-28 17:36:33,Netral
"Ribet bgt, klo ga di update ga bisa di buka. maksa bgt harus update 👎 udh di update pun aplikasi ga bsa dibuka suruh nunggu 60 menit, gila pdhl udh keburu perlu gojek. brengsek bgt!!!!",1,2026-05-28 17:24:20,Negatif
"GOJEK BIADAB , HAPUS AKUN ACENG . BIADAB LO GOJEK. LO ENAK DI KANTOR CM DUDUK LIAT KOMPUTER LIAT DONG POSISI DRIVEE DAN RESTO JAUH KG DAH ONGKOS 5RB JARAK KE RESTO KG DI ITUNG. APUS AKUN GOCENG BIDAB",1,2026-05-28 16:57:22,Negatif
tolong pihak gojek kembalikan akun saya ke regular contohnya sopie bisa gocen dan regular secara bergantian sesuka hati driver,5,2026-05-28 16:20:06,Positif
"Wahai coustemer Raja dan ratu . DRIVER CUMAN CARI NAFKAH BUAT ANAK ISTRINYA , AKIBAT DARI LAPORAN ANDA PARA COUSTEMER ,MEMATIKAN REZEKI DRIVER TERSEBUT . MEMBUAT LAPORAN GAK SESUAI FAKTA . DELIK ADUAN HUKUM PASAL 311 KUHP TENTANG FITNAH . COUSTEMER SAGLEK PLAYING VICTIM KENA PASAL UU ITE LOE COUSTEMER SAGLEK OTAK DENGKUL. APLIKASI TUKANG NGADU DOMBA ALASAN DI BUAT KASIH BINTANG KE DRIVER TIDAK RELEVANSI ,CALO/MakelarFAIR PLAY MAIN NYA.GOPAY PINJAM GAK SESUAI PEMBAYARAN NYA ,MALING",1,2026-05-28 16:00:29,Negatif
driver sopan dan ramah,5,2026-05-28 15:52:43,Positif
DC nya sadis2 guys buat yg mau pake loan nya mikir2 deh..,3,2026-05-28 15:51:02,Netral
suka pkoknya endyull,5,2026-05-28 15:47:01,Positif
ok,5,2026-05-28 15:44:30,Positif
"tolong add fitur ganti payment lagi, aku tiap hari ga pernah recheck jadinya pake tunai terus😢",5,2026-05-28 15:40:23,Positif
ok,5,2026-05-28 15:29:50,Positif
"Aplikasinya sangat membantu untuk transportasi, pesan makanan, dan kebutuhan harian 😄 Fitur lengkap dan ekosistemnya luas. Namun kadang harga naik turun tidak konsisten, dan beberapa layanan juga bisa terasa mahal di jam tertentu. User experience masih oke, tapi bisa lebih stabil dan transparan lagi 👍",3,2026-05-28 15:09:23,Netral
"Saya merasa puas dengan adanya aplikasi Gojek ini, saya berharap ke depan aplikasi Gojek bisa semakin eksis dan maju, dan saya turut prihatin Pak Nadiem Anwar Makarim saat ini sedang menjalani proses hukum",5,2026-05-28 15:08:40,Positif
bagus,5,2026-05-28 14:56:16,Positif
lebih mudah prak tis dan layanan yg bagus,4,2026-05-28 14:45:19,Positif
berguna,5,2026-05-28 14:36:46,Positif
tulang punggung keluargaku👍,5,2026-05-28 14:34:05,Positif
"Wkwk udah mah jarang gw pake gojek sekalinya pake gojek dapetin drivernya LUAMAAA POLLL, mending GRAB aja lah drpd GOJEK. Nyari driver udah kaya nyari jodoh di GOJEK! udah lama nungguin makanan, ujung2nya dibatalin jg, buang2 waktu! Udah laper+emosi. Mending GRAB kemana-mana juga WKWK",1,2026-05-28 14:15:56,Negatif
gw si yes,5,2026-05-28 14:07:23,Positif
ok tapi kasihan driver nya,4,2026-05-28 13:54:19,Positif
Sejauh ini masih memuaskan pelayanannya,4,2026-05-28 13:51:50,Positif
"Susahnya dapet Driver di Majalengka, gak kaya ijo sebelah drivernya banyak jadi cepet..",3,2026-05-28 13:36:03,Netral
iklan mulu,2,2026-05-28 13:33:40,Negatif
"Gojek kenapa driver nya pada gada respon kalo ambil makanan? customer udh nunggu lama tiba2 di batalkan secara terus menerus bergantian drivernya pada Cancel semua!!! kalo memang gak niat Ambil makanan nya di batalin aja di awal!!! ini udh nunggu lama malah pada cancel drivernya tanpa alasan apa2!!! masalah nya bukan 1x cancel, tapi bbrapa kali!!!... untung ada pak ISHARYANTO yg mau ambil orderan buat nganterin makanan nya, semoga sehat selalu pak🙏",5,2026-05-28 13:31:40,Positif
bguuuuus bangat,5,2026-05-28 13:28:43,Positif
apik,5,2026-05-28 13:25:50,Positif
sangat membantu,5,2026-05-28 13:17:02,Positif
harga udh gk masuk akal,1,2026-05-28 13:15:47,Negatif
"gojek sampah, nggak bisa bayar pake QRIS",1,2026-05-28 13:12:02,Negatif
gojeg sngat mmbntu sekali,5,2026-05-28 13:06:01,Positif
ok bnget,5,2026-05-28 12:58:38,Positif
udah paling mantep lah buat anter jemput sama beli makanan,5,2026-05-28 12:55:41,Positif
sekarang masalahnyaa kalau scrool go food kenapa yaa restonya itu gak bisa banyak trus munculnya itu lagi itu lagi,4,2026-05-28 12:49:43,Positif
aplikasi yg paling susah dapet driver. asu!,2,2026-05-28 12:35:53,Negatif
"driver ga pernah bawa uang kembalian. kalo beli atau mau kemana pake metode bayar tunai itu ga selalu ada uang pas, tapi driver ga mau ngasih kembalian, ditawarin transfer juga gamau, saya jadi telat masuk kantor gara2 driver gamau di tf dan ga ada kembalian. harusnya kalo gamau di tf sediain kembalian!!",1,2026-05-28 12:24:41,Negatif
TOLONG DIKLASIFIKASIKAN DENGAN JELAS MOBIL CONFORT DENGAN MOBIL YG GK CONFORT!! AVANZA DENGAN ALL NEW AVANZA JELAS BEDANYA APALAGI DENGAN CALYA DSB!!! HARGA COMFORT DIKASIH MOBIL YG GK CONFORT YA RUGI LAH!!!,1,2026-05-28 12:14:12,Negatif
aman sat set,5,2026-05-28 11:51:41,Positif
baik,3,2026-05-28 11:45:55,Netral
bagus pakai gojek amanah drevernya,5,2026-05-28 10:59:17,Positif
Mantap,5,2026-05-28 10:31:13,Positif
aku suka apk gojek selagi membutuhkan sangat cepat dan aku percaya semua mas ataupun mbak drevernya sll dapat di percaya dan baik2 semoga sukses,5,2026-05-28 10:19:24,Positif
Layanan cepat dan gampang,5,2026-05-28 10:14:34,Positif
"kasih fitur buat costumers buat accept driver, ada beberapa driver yg maen accept aja sebelum sampai ke tujuan lokasi jemput itu annoying banget ,jadi ga bisa batal boking atau cancle",2,2026-05-28 10:14:28,Negatif
sangat memmuaskan,5,2026-05-28 10:11:53,Positif
mantap 👍,5,2026-05-28 10:07:54,Positif
mantappp,5,2026-05-28 09:48:49,Positif
ok,5,2026-05-28 09:28:28,Positif
"murah menyenangkan kantong, transportasi rakyat",4,2026-05-28 08:48:00,Positif
"serba mahal, ongkir makanan apalagi. Lapor ke CS juga jawaban ga memuaskan, ga ada solusi",1,2026-05-28 08:42:48,Negatif
"aplikasi yg sangat membantu terutama gosend, terimakasih",5,2026-05-28 08:39:07,Positif
"makin kesini driver makin sering ga mau ambil orderan, mana banyak yg julid juga, padahal gua kalo mesen selalu lebihin minimal 20rb. akhirnya gua pilih pindah bluebird aja yg lebih sedikit drama",1,2026-05-28 07:53:07,Negatif
menurut saya aplikasi nya sudah bagus namun perlu ditingkatkan pada bagian maps nya soalnya daerah rumah saya masuknya ke komplek sebelah jadi kadang berkali-kali driver masuk ke komplek sebelah bukan komplek saya,5,2026-05-28 07:52:22,Positif
oke,5,2026-05-28 06:28:14,Positif
ngisi data selalu di sini tapi ga pernah masuk. buang buang uang doang jadinya,1,2026-05-28 05:57:13,Negatif
"SEHARUSNYA KALAU MAU TERBAYAR OTOMATIS SAMA DOMPET DIGITAL MINIMAL SURUH MASUKIN PIN WOY ,GUA RUGIIIII HARUS BAYAR DOBEL ITUPUN DRIVER MASIH MENAGIH DAN SAYA BAYAR DOBEL💔💔💔",1,2026-05-28 05:47:18,Negatif
sangat membantu,5,2026-05-28 05:45:44,Positif
nice,5,2026-05-28 05:34:58,Positif
pengalaman saya bersama gojek pekerjaan saya lebih mudah dan tidak terlambat pokoknya go-jek is the best,5,2026-05-28 05:14:19,Positif
mana nih pencarian prioritas itu cuma fitur yang gk ada fungsinya sama sekali dari jam 4 sampe jam 5 kurang gkada tuh dapet drivernya jadi cuma buang² waktu doang,2,2026-05-28 04:49:51,Negatif
sangat mengecewakan tiba-tiba aplikasi terbuka sendiri lalu order gofood sendiri. seperti ada yg menghack. untuk sekelas aplikasi gojek banyak notifikasi mengganggu. jika salah klik sedikit langsung rugi banyak. sudah selayaknya uninstall.,1,2026-05-28 04:39:42,Negatif
"mo order taxi bluebird, gocar, goride dll ada di aplikasi ini gampang penggunaannya, tinggal klik lalu kita pilih sesuai keinginan kita mau gofood, gomart juga ada. Pokoknya mantul gak ribet ribet deh...",5,2026-05-28 04:24:26,Positif
perjalanan jadi lebih aman dan nyaman,5,2026-05-28 03:50:32,Positif
Bagus,5,2026-05-28 03:36:24,Positif
GOJEK SANGAT TIDAK USER FRIENDLY LG SEKARANG...TERLALU BANYAK FITUR BANNER IKLAN BEBAN PERFORMA...,1,2026-05-28 02:27:15,Negatif
"sangat membantu, cuman kalau butuh GoCar suka agak susah, kadang beberapa kali dibatalin",5,2026-05-28 01:55:15,Positif
"mantap,perut lapar di cuaca dingin,dan mas gojek sangat ramah",5,2026-05-28 01:13:44,Positif
"aplikasi gopay gak jelas top up uang nya gak masuk"" udah 3 hari",1,2026-05-28 00:54:36,Negatif
"woi gojek saya punya dua orderan nihh, resto udah tutup dan saya gabisa cancel orderan nya. Gopay saya sudah terpotong. dari pihak gojek tidak ada yang bisa saya telpon untuk selesaikan masalah nya. Drivernya cancel orderan dan dipindah ke driver lain lagi dan akhirnya berulang terus. Tolong dibantu dan profesional dong sama mitra dan resto nya. kalo sudah closed jangan diterima orderan",1,2026-05-28 00:01:11,Negatif
banyak driver nya yang kasar sama males saya udah berapa naik gojek dapat yang driver kasar terus jadi mau pesen gojek agak males,2,2026-05-27 23:06:22,Negatif
"PESEN GOFOOD NUNGGU 3 JAM , ALASAN DRIVER TIDAK ADA TERUS AKHIRNYA KE CANCEL DAN GAJADI MAKAN, GA WORK IT BANGETT",1,2026-05-27 23:03:00,Negatif
lebih baik,5,2026-05-27 22:50:39,Positif
"gojek f, drivernya susah bnget di cari apalagi pas malam. sangat sangat tidak rekomendasi kesel gw sama aplikasi ini gw mau buru2 ehhhh dapetin driver susah amat udah pakai prioritas malahan tetap aja susah. jelek pokoknya",1,2026-05-27 22:42:17,Negatif
aplikasi mantap,5,2026-05-27 22:20:46,Positif
top,5,2026-05-27 21:58:09,Positif
mantap,5,2026-05-27 21:51:08,Positif
"hargany mahal, ongkir juga mahal, driver nggak dapet mulu kalo gak di bayr mahal, nggak ngebantu samsek",1,2026-05-27 21:19:13,Negatif
"PESAN MAKANAN DARI JAM 8 PAGI SAMPAI JAM 10 BELUM DI KIRIM², PADAHAL JARAK PENGIRIMAN HANYA 2KM SAJA, DAN PAS PESAN GRAB LAMA SEKALI TIDAK DATANG², SAMPAI SAYA TELAT SEKOLAH",1,2026-05-27 21:13:54,Negatif
semoga lancar gojek,5,2026-05-27 21:08:27,Positif
bagus.fitur melimpah bisa beli makanan bisa minta antar barang bisa antar dan jemput.pokoknya ini aplikasi berguna banget 👍👌,5,2026-05-27 21:05:29,Positif
lumayan,4,2026-05-27 21:02:15,Positif
